handle,location,review_title,rating_text,review_text,review_date,value_for_money,product_quality,customer_service,return_claim_made,incentivised_review,user_reviews_count,store_location,user_reviews_likes,rating_value,website,brand,page
Laura V.,,Efficient and considering customer's feedback,4 out of 5 stars,"I've been going to Aldi in Port Macquarie a bit more lately (their goods are still affordable compare to other shops, and quite a few of them are of good quality too), and while I was there I went to their bathroom and noticed that the toilet paper rolls were loose and stocked on the floor near the toilet (not hygienic), and decided to talk about it to a couple of workers filling up the shelves. Few days later, I went back and needed to use the bathroom again. I was very pleased to see that they listened to my feedback and took action. Well don...e for considering customer's feedback and being efficient. I also should not forget to mention that there is a very nice sales assistant at one cash register that greets the customers and smiles, and is polite too. I think she has an Indian Background if you want to look for her.",2022-06-06T01:16:12.000Z,,,,,,3,,,4,ProductReview.com.au,ALDI,6
Robert B.,,Stock,1 out of 5 stars,"When I look at your special buys, all I see is Experiencing delays and No stock information available. Last weeks specials had 12 items available and 23 items not available. So I checked stock in other states and they were all green, In Stock. This happens way too often. So why is South Australia the only state that never has the stock. Why do you even have stores here if you cant stock them like the other states.",2022-06-05T04:51:52.000Z,,,,,,,,,1,ProductReview.com.au,ALDI,6
Benny,"Greater Melbourne (Outer), VIC",There frozen lamb shanks are tiny now,1 out of 5 stars,There lamb shanks are half the size now and different flavour not as good . I need like 2 lamb shanks now for 1 meal for me.,2022-06-03T21:19:41.000Z,,,,,,,,,1,ProductReview.com.au,ALDI,6
 benjamin,,Tiny lamb shanks,1 out of 5 stars,The frozen lamb shanks are tiny now and taste different . Taste like leggos pizza sauce. Coles lamb shanks are tiny to now,2022-05-29T21:10:16.000Z,,,,,,5,,,1,ProductReview.com.au,ALDI,6
Sam,"Greater Melbourne (Outer), VIC",Terrible customer service,1 out of 5 stars,"Really bad customer service, they need give training to their staff how to show some respect , or at least don't put them in pressure leads to being rude",2022-05-29T15:07:17.000Z,,,,,,,,,1,ProductReview.com.au,ALDI,6
Neil,,Remano Pasta,1 out of 5 stars,Product very disappointing and Customer Service abysmal,2022-05-28T15:50:50.000Z,,,,,,2,,1,1,ProductReview.com.au,ALDI,6
John,"South East Queensland, QLD",Adventurer Air Bed,1 out of 5 stars,"ok you want facts , the fact is that the air bed is a piece of garbage , the first time i used it the seam at head of the mattress popped and a hole opened up and it went flat so it was useless and was thrown in the first bin i came to . they are the facts , it is cheap and nasty and not worth the money we pay for the crap .",2022-05-28T05:09:11.000Z,,,,,,,,,1,ProductReview.com.au,ALDI,6
Barbara,,No Customer Service,1 out of 5 stars,"I was hoping to speak to a store manage to arrange an order for a church donation to the value of $4000 for dry goods however cannot speak to anyone which is frustrating. Aldi dictate all on line. Once upon a time you could contact store managers however if this is the new direction ""online only"" good luck.I have secured a significant order with Woolworth's where I could speak to a manager and arrange an order we are paying for delivered to a church as a donation.Thank you for no assistance and no customer service. Maybe you should go back you where you can from.",2022-05-24T06:22:43.000Z,,,,,,4,,4,1,ProductReview.com.au,ALDI,6
Ephraim,,Prices are good,4 out of 5 stars,Have noticed ALDIs prices have gone up. Some prices have gone down. Nutalex margarine has dropped to $1.99 where it’s $4.60 at Woolworths and coles. Chicken is still a bargain so is a lot of meat products.,2022-05-24T04:45:28.000Z,,,,,,2,,,4,ProductReview.com.au,ALDI,6
Katy,,Rotten!,1 out of 5 stars,Chicken black inside - no meat. No customer service or duty of care. Chicken was rotten inside - cut straight in to bone. Don’t buy from this shop - shudder!!,2022-05-23T06:30:17.000Z,,,,,,5,,1,1,ProductReview.com.au,ALDI,6
Gorttheenforcer,,Never enough registers open!,2 out of 5 stars,Love some specials but hate that when you want a few items you have to wait behind a massive order. Open more registers please,2022-05-21T04:29:18.000Z,,,,,,5,,1,2,ProductReview.com.au,ALDI,6
Matt,"Metropolitan Adelaide, SA",Aldi food is not good quality,1 out of 5 stars,Aldi is not worth the money and the food is of very average quality.Not a thing from there is enjoyable to eat its just muck and terrible.A shop at Aldi supermarkets will leave u very disappointed and u will throw most out if u know the difference between food and fake food.Nothing is fresh at all either. From tin tuna to fruit in jelly to meat and im a qualified butcher of 20 years plus and the meat has a funny taste and is in no way fresh or of good quality.Wouldn't feed my dog from Aldi supermarkets.,2022-05-20T10:52:50.000Z,,,,,,,,,1,ProductReview.com.au,ALDI,6
Unhappy Shopper,,Aldi - ONION BHAJI's,5 out of 5 stars,Even better would be for Aldi Australia to sell the 4 Larger Onion Bhaji's that they sell in the UK.,2022-05-19T22:53:12.000Z,,,,,,15,,10,5,ProductReview.com.au,ALDI,6
Customer,,I like Aldi. Thank goodness there is some competition to Coles and Woolworths,4 out of 5 stars,"I get a few things there regularly and glad it is an alternative option to the duopoly we are generally hostage to in Australia. Off the top of my head their low carb bread is good. There are often good deals with specials that come around.I've generally had good experience with returning things to them when I have to. Customer service is good by far, only the odd cantankerous shop assistant now and then which happens.I hope they treat their suppliers like produce and dairy producers fairly. I wish they had organic fresh fruit and veg.",2022-05-19T08:43:40.000Z,,,,,,28,,3,4,ProductReview.com.au,ALDI,6
CHH,"South East Queensland, QLD",Rude cashier,1 out of 5 stars,"Cashier at ALDI Plainlands Qld, rude beyond belief to my daughter, who apparently wasn't quick enough to empty her trolley.",2022-05-19T04:33:35.000Z,,,,,,,,,1,ProductReview.com.au,ALDI,6
Luiys Reviews ,,You get what you pay for,3 out of 5 stars,"I remember going to ALDI about 15 years ago, products were cheap and high quality and the beer was good. It gave the duopoly Coles and Woolworths a run for their money. Now ALDIs standards have fallen or gone stale, the fruit and vegies aren’t good, the meat is dubious, the beer is not good, the checkouts are long and time consuming etc. Coles and Woolworths have lifted their standards like better store layouts with Improved Fresh food sections and they have self service checkouts which save time and staffing costs. ALDIs limited time products ...which if your lucky, can be good which tempts you to keep coming back. The biggest problem is ALDI’s business strategy is designed for Europe and has problems with Australia and the US because customer service and understanding the community is vital for any business to survive in the long run. Even the American supermarket giant Costco knows how Australia works than ALDI does.",2022-05-17T01:44:28.000Z,,,,,,15,,6,3,ProductReview.com.au,ALDI,6
Lyn,,Unhelpful,2 out of 5 stars,After purchasing 2 bubble balls from Lilydale Aldi I found one was faulty so I took it back and received a refund as this store didn’t have any left so I enquired if there was anyway of finding out if any other stores had stock but the manager said he was to busy to look that day if I came back the next day he maybe able to check the next day I went to chirnside park Aldi as I work in the centre and asked one of the employees there who kindly looked up and told me that greensbough was showing 6 I asked if there was anyway of making sure that th...ey had them but unfortunately he had to go onto register and called the manager who told me they are not allowed to call other stores so I asked my daughter who lives about 30 minutes from greensbough if she could go and see so she packed her toddler and baby in the car only to find there were none there I felt very disappointed that I had troubled her when all it could of taken was a quick phone call,2022-05-17T01:12:31.000Z,,,,,,2,,8,2,ProductReview.com.au,ALDI,6
Nick F.,,Humiliated,1 out of 5 stars,Why I will never shop at Aldi again. Twice I have been asked to show that the bag I am carrying in which to put my purchases. Being treated like I'm trying to get away with something doesn't go down well. If they packed your bags for you they would soon realize that you're not trying to shop lift. Will never go back.,2022-05-15T07:59:48.000Z,,,,,,3,,1,1,ProductReview.com.au,ALDI,6
Divine Justice,,People need to be aware that we are being told lies. The quality is not there so how cheap could cheap be?,1 out of 5 stars,"I have read many of the reviews presented by people herein. I have to admit that they are spot on. I am still very surprised that no one in ALDI management would take their time to read and take is seriously but then, could we argue that we are a minority? They claim to save 1500 a years? That would equate to 28.84 dollars a week. Big deal? When: as a guy put downwards regarding the meat quality and fat content, he is spot on. There is another user stating about the tuna and ruining a $ 20.00 meal. Well the tuna in spring water is just like pap...er, horrible. The whole normal fresh chickens are not good in odour and flavour. You need to buy the free range. So, in saying all this, where is the 28.84 dollars a week saving? Will buy me an Aston Martin ? I then end up going to Woolworths where they take advantage but the compared to Aldi the majority of the food taste and aroma as such is different. It is really sad as we need a balance to keep the others honest, somehow but it is not happening. Whatever they want to protrude as "" price"" , then what exactly is the advantage? I just had to throw away the apples my wife purchased at Aldi. They have no flavour and no idea from which tree they ever came from either? Fresh red salmon, is 10 out of 10...........but the difference in price with Woolworths is not gigantic. I still buy with a lot of care a few things. Consistency is not there either. I am ultra disappointed. Das ist nicht gut !",2022-05-12T05:28:53.000Z,,,,,,4,,5,1,ProductReview.com.au,ALDI,6
